dd;mm;zz;pp;departamento;municipio;puesto;mujeres;hombres;total;mesas;comuna;direcci¢n
21;070;99;11;MAGDALENA;SAN SEBASTIAN DE BUENAVISTA;MARIA ANTONIA;204;241;445;2;;IED VENERO SEDEˇ MARIA ANTONIAˇ /ˇ CALLE PPAL
21;070;99;13;MAGDALENA;SAN SEBASTIAN DE BUENAVISTA;LOS GALVIS;356;383;739;3;;PLAZA PRINCIPAL
21;070;99;14;MAGDALENA;SAN SEBASTIAN DE BUENAVISTA;SAN RAFAEL (LA NEGRA);568;755;1323;4;;CALLE PRINCIPAL
21;070;99;15;MAGDALENA;SAN SEBASTIAN DE BUENAVISTA;SANTA ROSA;199;222;421;2;;CALLE PRINCIPAL
21;070;99;16;MAGDALENA;SAN SEBASTIAN DE BUENAVISTA;SABANA DE PERALEJO;282;343;625;2;;CALLE PRINCIPAL
21;070;99;17;MAGDALENA;SAN SEBASTIAN DE BUENAVISTA;TRONCOSO;392;410;802;3;;IED TRONCOSO SEDE BACHILLERATO / CALLE PPAL
21;070;99;18;MAGDALENA;SAN SEBASTIAN DE BUENAVISTA;SAN VALENTIN;307;381;688;2;;CALLE PRINCIPAL
21;070;99;21;MAGDALENA;SAN SEBASTIAN DE BUENAVISTA;TRONCOSITO;483;496;979;3;;CALLE PRINCIPAL
21;070;99;25;MAGDALENA;SAN SEBASTIAN DE BUENAVISTA;VENERO;363;457;820;3;;PLAZA PRINCIPAL
21;073;00;00;MAGDALENA;SAN ZENON;PUESTO CABECERA MUNICIPAL;923;1057;1980;6;;CARRERA 3 N¯ 8-115 SAN  ZENON MAGDALENA
21;073;99;01;MAGDALENA;SAN ZENON;ANGOSTURA;240;315;555;2;;ESCUELA RURAL ANGOSTURA
21;073;99;02;MAGDALENA;SAN ZENON;BERMEJAL;502;535;1037;4;;ESCUELA RURAL BERMEJAL
21;073;99;03;MAGDALENA;SAN ZENON;JANEIRO;232;227;459;2;;ESCUELA RURAL JANEIRO
21;073;99;04;MAGDALENA;SAN ZENON;EL HORNO;519;545;1064;4;;ESCUELA RURAL EL HORNO
21;073;99;05;MAGDALENA;SAN ZENON;LA MONTA•A (LOS SACUDIDOS);147;192;339;1;;ESCUELA RURAL LA MONTA•A (LOS SACUDIDOS)
21;073;99;09;MAGDALENA;SAN ZENON;EL PALOMAR;207;244;451;2;;ESCUELA RURAL EL PALOMAR
21;073;99;11;MAGDALENA;SAN ZENON;GUINEA;222;232;454;2;;ESCUELA RURAL GUINEA
21;073;99;13;MAGDALENA;SAN ZENON;PE•ONCITO;855;938;1793;6;;ESCUELA RURAL MIXTA PE•ONCITO
21;073;99;15;MAGDALENA;SAN ZENON;PUERTO ARTURO;179;189;368;2;;ESCUELA RURAL PUERTO ARTURO
21;073;99;17;MAGDALENA;SAN ZENON;SANTA TERESA;489;554;1043;4;;ESCUELA RURAL SANTA TERESA
21;076;00;00;MAGDALENA;SANTA ANA;PUESTO CABECERA MUNICIPAL;6405;6751;13156;39;;CRA 8 No 7A- 91
21;076;99;05;MAGDALENA;SANTA ANA;BARRO BLANCO;674;851;1525;5;;CGTO BARROBLANCO
21;076;99;10;MAGDALENA;SANTA ANA;GERMANIA;188;236;424;2;;I.E. DE GERMANIA
21;076;99;11;MAGDALENA;SANTA ANA;JARABA;402;461;863;3;;I.E. DE JARABA
21;076;99;25;MAGDALENA;SANTA ANA;SAN FERNANDO;916;975;1891;6;;CGTO SAN FERNANDO
21;076;99;30;MAGDALENA;SANTA ANA;PUERTO LIMON;7;12;19;1;;E.R.M. VILLA COLOMBIA
21;076;99;50;MAGDALENA;SANTA ANA;SANTA ROSA;72;107;179;1;;I.E. DE SANTA ROSA
21;078;00;00;MAGDALENA;SANTA BARBARA DE PINTO;PUESTO CABECERA MUNICIPAL;3195;3526;6721;20;;INSTITUCION GILMA ROYERO SOLANO
21;078;99;05;MAGDALENA;SANTA BARBARA DE PINTO;CARRETAL;83;73;156;1;;INST EDU NUESTRA SE•ORA DEL ROSARIO SEDE CARRETAL
21;078;99;10;MAGDALENA;SANTA BARBARA DE PINTO;CIENEGUETA;156;187;343;1;;INSTITUCION EDUCATIVA TECNICA RURAL DE CIENEGUETA
21;078;99;15;MAGDALENA;SANTA BARBARA DE PINTO;CUNDINAMARCA;237;326;563;2;;INSTITUCION EDUCATIVA SAGRADO CORAZON DE JESUS
21;078;99;30;MAGDALENA;SANTA BARBARA DE PINTO;MONTELIRIO;53;70;123;1;;I.E.D. CELINDA MEJIA LOPEZ
21;078;99;41;MAGDALENA;SANTA BARBARA DE PINTO;SAN PEDRO;377;419;796;3;;INSTITUCION EDUCATIVA NUESTRA SE•ORA DEL ROSARIO
21;078;99;80;MAGDALENA;SANTA BARBARA DE PINTO;VELADERO;290;372;662;2;;INSTITUCION EDUCATIVA NUESTRA SE•ORA DEL CARMEN
21;079;00;00;MAGDALENA;SITIONUEVO;PUESTO CABECERA MUNICIPAL;6311;6958;13269;39;;CALLE 4 # 21 - 05
21;079;99;01;MAGDALENA;SITIONUEVO;BUENAVISTA;336;481;817;3;;INSTITUCION  EDUCATIVA  RURAL DE BUENAVISTA
21;079;99;05;MAGDALENA;SITIONUEVO;NUEVA VENECIA (EL MORRO);730;964;1694;5;;INST. EDUCATIVA NUEVA VENECIA
21;079;99;09;MAGDALENA;SITIONUEVO;PALERMO;2535;2711;5246;16;;CLL 3 No 3-70
21;079;99;15;MAGDALENA;SITIONUEVO;SAN ANTONIO;387;452;839;3;;I.E.D SAN ANTONIO
21;085;00;00;MAGDALENA;TENERIFE;PUESTO CABECERA MUNICIPAL;3383;3765;7148;21;;COLEGIO NELSON MIRANDA
21;085;99;04;MAGDALENA;TENERIFE;EL CONSUELO;98;139;237;1;;I.E.D. EL CONSUELO
21;085;99;05;MAGDALENA;TENERIFE;EL JUNCAL;57;82;139;1;;I.E.D. EL JUNCAL
21;085;99;07;MAGDALENA;TENERIFE;MANUEL BARRIOS;25;38;63;1;;I.E.D. MANUEL BARRIO
21;085;99;13;MAGDALENA;TENERIFE;REAL DEL OBISPO;553;732;1285;4;;INST.EDU.EL REAL DEL OBISPO
21;085;99;16;MAGDALENA;TENERIFE;SAN ANTONIO;21;47;68;1;;I.E.D. SAN ANTONIO
21;085;99;17;MAGDALENA;TENERIFE;SAN LUIS;1017;1088;2105;7;;I.E.D. ANUAR RIVERA JATTAR
21;085;99;70;MAGDALENA;TENERIFE;SANTA INES;441;567;1008;3;;I.E.D. SANTA INES
21;085;99;85;MAGDALENA;TENERIFE;VERDUN;4;13;17;1;;I.E.D. VERDUN
21;090;00;00;MAGDALENA;ZAPAYAN;PUESTO CABECERA MUNICIPAL;1783;1994;3777;11;;I.E. LICEO ZAPAYAN
21;090;99;05;MAGDALENA;ZAPAYAN;EL BONGO;74;116;190;1;;CENTRO EDUCATIVO SAN MARTIN
21;090;99;10;MAGDALENA;ZAPAYAN;CA•O DE AGUAS;482;598;1080;4;;I.E. CA•O DE AGUA
21;090;99;15;MAGDALENA;ZAPAYAN;CAPUCHO;313;363;676;2;;I.E. CAPUCHO
21;090;99;18;MAGDALENA;ZAPAYAN;CERRITOS;174;234;408;2;;I.E. CERRITOS
21;090;99;20;MAGDALENA;ZAPAYAN;PIEDRAS DE MOLER;939;1021;1960;6;;I.E. DAGOBERTO OROZCO BORJA
21;090;99;25;MAGDALENA;ZAPAYAN;PIEDRAS PINTADAS;502;622;1124;4;;I.E. LICEO ZAPAYAN SEDE PIEDRA PINTADA
21;095;00;01;MAGDALENA;ZONA BANANERA (SEVILLA);IED JOSE BENITO VIVES DE ANDREIS;4340;4804;9144;27;;CLL 5 No 4 - 60
21;095;00;02;MAGDALENA;ZONA BANANERA (SEVILLA);IED JOSE BENITO V DE A SD ESC R DE VARON;81;90;171;1;;CLL 5 CRA 11
21;095;99;15;MAGDALENA;ZONA BANANERA (SEVILLA);CANDELARIA;408;472;880;3;;I.E.D. CANDELARIA
21;095;99;20;MAGDALENA;ZONA BANANERA (SEVILLA);LA GRAN VIA;1223;1199;2422;8;;I.E.D  LAS MERCEDES
21;095;99;23;MAGDALENA;ZONA BANANERA (SEVILLA);GUACAMAYAL;3950;3966;7916;24;;GUACAMAYAL (IED JOSE CELESTINO MUTIS )
21;095;99;24;MAGDALENA;ZONA BANANERA (SEVILLA);IED MACONDO;55;41;96;1;;CALLE 3 CRA 5
21;095;99;25;MAGDALENA;ZONA BANANERA (SEVILLA);GUAMACHITO;532;628;1160;4;;ESCUELA RURAL INMACULADA
21;095;99;26;MAGDALENA;ZONA BANANERA (SEVILLA);JULIO ZAWADY;792;664;1456;5;;IED ARMANDO ESTRADA  SD MICAEL COTES
21;095;99;28;MAGDALENA;ZONA BANANERA (SEVILLA);ORIHUECA;4651;4605;9256;27;;CALLE 11 NUM 2 28
21;095;99;30;MAGDALENA;ZONA BANANERA (SEVILLA);PALOMAR;533;582;1115;4;;ESCUELA RURAL MIXTA PALOMAR
21;095;99;38;MAGDALENA;ZONA BANANERA (SEVILLA);IE DEPTAL ARMANDO ESTRADA FLORES S;3559;3657;7216;21;;CRA 2 No 7A 35
21;095;99;39;MAGDALENA;ZONA BANANERA (SEVILLA);SAN JOSE DE KENNEDY;495;514;1009;3;;I.E.D. SAN JOSE DE KENNEDY
21;095;99;40;MAGDALENA;ZONA BANANERA (SEVILLA);SANTA ROSALIA;681;754;1435;5;;CLL 2 No  91-22
21;095;99;42;MAGDALENA;ZONA BANANERA (SEVILLA);SOPLADOR;1007;1028;2035;6;;CARRERA 3 CALLE 3 ESQUINA
21;095;99;49;MAGDALENA;ZONA BANANERA (SEVILLA);TUCURINCA;1949;1886;3835;12;;CALLE 5 No 32-5
21;095;99;55;MAGDALENA;ZONA BANANERA (SEVILLA);CARITAL;201;189;390;2;;E.R.M. CARITAL
21;095;99;75;MAGDALENA;ZONA BANANERA (SEVILLA);VARELA;1307;1289;2596;8;;HOGAR AGRUPADO DE BIENESTAR FAMILIAR
